"Org.Code","Org.Name","Service.Type","RCI","Index_Type"
"RJR","COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST","CHS",79.08,"Episode_MFF_adjusted"
"RJZ","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","CHS",134.53,"Episode_MFF_adjusted"
"RK5","SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST","CHS",84.08,"Episode_MFF_adjusted"
"RK9","PLYMOUTH HOSPITALS NHS TRUST","CHS",112.21,"Episode_MFF_adjusted"
"RKB","UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST","CHS",66.79,"Episode_MFF_adjusted"
"RKE","THE WHITTINGTON HOSPITAL NHS TRUST","CHS",111.32,"Episode_MFF_adjusted"
"RL4","THE ROYAL WOLVERHAMPTON NHS TRUST","CHS",91.2,"Episode_MFF_adjusted"
"RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST","CHS",134.17,"Episode_MFF_adjusted"
"RLQ","WYE VALLEY NHS TRUST","CHS",107.08,"Episode_MFF_adjusted"
"RLT","GEORGE ELIOT HOSPITAL NHS TRUST","CHS",127.69,"Episode_MFF_adjusted"
"RLU","BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST","CHS",83.42,"Episode_MFF_adjusted"
"RM1","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","CHS",89.46,"Episode_MFF_adjusted"
"RM2","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","CHS",99.76,"Episode_MFF_adjusted"
"RM3","SALFORD ROYAL NHS FOUNDATION TRUST","CHS",93.71,"Episode_MFF_adjusted"
"RMC","BOLTON NHS FOUNDATION TRUST","CHS",107.7,"Episode_MFF_adjusted"
"RMP","TAMESIDE HOSPITAL NHS FOUNDATION TRUST","CHS",112.91,"Episode_MFF_adjusted"
"RN3","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","CHS",95.69,"Episode_MFF_adjusted"
"RN5","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","CHS",88.75,"Episode_MFF_adjusted"
"RN7","DARTFORD AND GRAVESHAM NHS TRUST","CHS",146.55,"Episode_MFF_adjusted"
"RNA","THE DUDLEY GROUP NHS FOUNDATION TRUST","CHS",93.89,"Episode_MFF_adjusted"
"RNL","NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST","CHS",102.67,"Episode_MFF_adjusted"
"RNN","CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST","CHS",102.51,"Episode_MFF_adjusted"
"RNQ","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","CHS",61.32,"Episode_MFF_adjusted"
"RNS","NORTHAMPTON GENERAL HOSPITAL NHS TRUST","CHS",86.68,"Episode_MFF_adjusted"
"RNU","OXFORD HEALTH NHS FOUNDATION TRUST","CHS",102.18,"Episode_MFF_adjusted"
"RNZ","SALISBURY NHS FOUNDATION TRUST","CHS",128.02,"Episode_MFF_adjusted"
"RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","CHS",92.76,"Episode_MFF_adjusted"
"RP5","DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST","CHS",81.32,"Episode_MFF_adjusted"
"RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST","CHS",125.71,"Episode_MFF_adjusted"
"RPA","MEDWAY NHS FOUNDATION TRUST","CHS",94.64,"Episode_MFF_adjusted"
"RPG","OXLEAS NHS FOUNDATION TRUST","CHS",73.17,"Episode_MFF_adjusted"
"RPY","THE ROYAL MARSDEN NHS FOUNDATION TRUST","CHS",105.04,"Episode_MFF_adjusted"
"RQ6","ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST","CHS",138.25,"Episode_MFF_adjusted"
"RQ8","MID ESSEX HOSPITAL SERVICES NHS TRUST","CHS",304.82,"Episode_MFF_adjusted"
"RQM","CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST","CHS",87.47,"Episode_MFF_adjusted"
"RQQ","HINCHINGBROOKE HEALTH CARE NHS TRUST","CHS",107.05,"Episode_MFF_adjusted"
"RQW","THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST","CHS",106.38,"Episode_MFF_adjusted"
"RQX","HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","CHS",109.73,"Episode_MFF_adjusted"
"RR1","HEART OF ENGLAND NHS FOUNDATION TRUST","CHS",109.79,"Episode_MFF_adjusted"
"RR7","GATESHEAD HEALTH NHS FOUNDATION TRUST","CHS",109.2,"Episode_MFF_adjusted"
"RR8","LEEDS TEACHING HOSPITALS NHS TRUST","CHS",127.58,"Episode_MFF_adjusted"
"RRD","NORTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","CHS",215.72,"Episode_MFF_adjusted"
"RRE","SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST","CHS",61.97,"Episode_MFF_adjusted"
"RRF","WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST","CHS",72.65,"Episode_MFF_adjusted"
"RRJ","THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","CHS",88.05,"Episode_MFF_adjusted"
"RRK","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","CHS",126.5,"Episode_MFF_adjusted"
"RRP","BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST","CHS",125.95,"Episode_MFF_adjusted"
"RRV","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","CHS",158.47,"Episode_MFF_adjusted"
"RT1","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST","CHS",112.09,"Episode_MFF_adjusted"
"RT2","PENNINE CARE NHS FOUNDATION TRUST","CHS",97.42,"Episode_MFF_adjusted"
"RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST","CHS",97.19,"Episode_MFF_adjusted"
"RTD","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","CHS",79.42,"Episode_MFF_adjusted"
"RTE","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","CHS",63.86,"Episode_MFF_adjusted"
"RTF","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","CHS",76.45,"Episode_MFF_adjusted"
"RTG","DERBY HOSPITALS NHS FOUNDATION TRUST","CHS",72.27,"Episode_MFF_adjusted"
"RTH","OXFORD UNIVERSITY HOSPITALS NHS TRUST","CHS",85.06,"Episode_MFF_adjusted"
"RTK","ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","CHS",81.82,"Episode_MFF_adjusted"
"RTP","SURREY AND SUSSEX HEALTHCARE NHS TRUST","CHS",60.17,"Episode_MFF_adjusted"
"RTR","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","CHS",88.51,"Episode_MFF_adjusted"
"RTV","5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST","CHS",117.9,"Episode_MFF_adjusted"
"RTX","UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST","CHS",92.16,"Episode_MFF_adjusted"
"RV3","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST","CHS",117.91,"Episode_MFF_adjusted"
"RV9","HUMBER NHS FOUNDATION TRUST","CHS",77.35,"Episode_MFF_adjusted"
"RVJ","NORTH BRISTOL NHS TRUST","CHS",158.39,"Episode_MFF_adjusted"
"RVR","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","CHS",146.86,"Episode_MFF_adjusted"
"RVV","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","CHS",127.43,"Episode_MFF_adjusted"
"RVW","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","CHS",99.2,"Episode_MFF_adjusted"
"RVY","SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST","CHS",118.09,"Episode_MFF_adjusted"
"RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST","CHS",93.07,"Episode_MFF_adjusted"
"RW3","CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","CHS",111,"Episode_MFF_adjusted"
"RW5","LANCASHIRE CARE NHS FOUNDATION TRUST","CHS",92.26,"Episode_MFF_adjusted"
"RW6","PENNINE ACUTE HOSPITALS NHS TRUST","CHS",123.44,"Episode_MFF_adjusted"
"RWA","HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST","CHS",99.07,"Episode_MFF_adjusted"
"RWD","UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","CHS",74.76,"Episode_MFF_adjusted"
"RWE","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","CHS",73.14,"Episode_MFF_adjusted"
"RWF","MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","CHS",45.13,"Episode_MFF_adjusted"
"RWG","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","CHS",88.02,"Episode_MFF_adjusted"
"RWH","EAST AND NORTH HERTFORDSHIRE NHS TRUST","CHS",124.67,"Episode_MFF_adjusted"
"RWJ","STOCKPORT NHS FOUNDATION TRUST","CHS",102.76,"Episode_MFF_adjusted"
"RWK","EAST LONDON NHS FOUNDATION TRUST","CHS",129.19,"Episode_MFF_adjusted"
"RWN","SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","CHS",91.36,"Episode_MFF_adjusted"
"RWP","WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","CHS",91.99,"Episode_MFF_adjusted"
"RWW","WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST","CHS",90.74,"Episode_MFF_adjusted"
"RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST","CHS",102.64,"Episode_MFF_adjusted"
"RWY","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","CHS",83.8,"Episode_MFF_adjusted"
"RX1","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","CHS",160.89,"Episode_MFF_adjusted"
"RXA","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST","CHS",81.34,"Episode_MFF_adjusted"
"RXC","EAST SUSSEX HEALTHCARE NHS TRUST","CHS",74.88,"Episode_MFF_adjusted"
"RXE","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST","CHS",99.28,"Episode_MFF_adjusted"
"RXF","MID YORKSHIRE HOSPITALS NHS TRUST","CHS",90.1,"Episode_MFF_adjusted"
"RXG","SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST","CHS",101.47,"Episode_MFF_adjusted"
"RXH","BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST","CHS",71.2,"Episode_MFF_adjusted"
"RXK","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","CHS",92.67,"Episode_MFF_adjusted"
"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","CHS",95.65,"Episode_MFF_adjusted"
"RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST","CHS",91.96,"Episode_MFF_adjusted"
"RXN","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","CHS",105.08,"Episode_MFF_adjusted"
"RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","CHS",120.42,"Episode_MFF_adjusted"
"RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","CHS",80.32,"Episode_MFF_adjusted"
"RXR","EAST LANCASHIRE HOSPITALS NHS TRUST","CHS",113.97,"Episode_MFF_adjusted"
"RXW","SHREWSBURY AND TELFORD HOSPITAL NHS TRUST","CHS",111.75,"Episode_MFF_adjusted"
"RY1","LIVERPOOL COMMUNITY HEALTH NHS TRUST","CHS",107.76,"Episode_MFF_adjusted"
"RY2","BRIDGEWATER COMMUNITY HEALTHCARE NHS TRUST","CHS",106.37,"Episode_MFF_adjusted"
"RY3","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","CHS",84.25,"Episode_MFF_adjusted"
"RY4","HERTFORDSHIRE COMMUNITY NHS TRUST","CHS",93.14,"Episode_MFF_adjusted"
"RY5","LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","CHS",99.08,"Episode_MFF_adjusted"
"RY6","LEEDS COMMUNITY HEALTHCARE NHS TRUST","CHS",86.85,"Episode_MFF_adjusted"
"RY7","WIRRAL COMMUNITY NHS TRUST","CHS",88.46,"Episode_MFF_adjusted"
"RY8","DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","CHS",112.62,"Episode_MFF_adjusted"
"RY9","HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST","CHS",109.66,"Episode_MFF_adjusted"
"RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST","CHS",119.59,"Episode_MFF_adjusted"
"RYJ","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","CHS",128.39,"Episode_MFF_adjusted"
"RYR","WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST","CHS",76.94,"Episode_MFF_adjusted"
"RYV","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","CHS",87.51,"Episode_MFF_adjusted"
"RYW","BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST","CHS",104.14,"Episode_MFF_adjusted"
"RYX","CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST","CHS",89.79,"Episode_MFF_adjusted"
"RYY","KENT COMMUNITY HEALTH NHS TRUST","CHS",94.76,"Episode_MFF_adjusted"
"TAD","BRADFORD DISTRICT CARE TRUST","CHS",90.99,"Episode_MFF_adjusted"
"TAJ","BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST","CHS",131.18,"Episode_MFF_adjusted"
"R1A","WORCESTERSHIRE HEALTH AND CARE NHS TRUST","Mental",103.9,"Episode_MFF_adjusted"
"R1C","SOLENT NHS TRUST","Mental",96.85,"Episode_MFF_adjusted"
"R1D","SHROPSHIRE COMMUNITY HEALTH NHS TRUST","Mental",114.08,"Episode_MFF_adjusted"
"R1F","ISLE OF WIGHT NHS TRUST","Mental",106.73,"Episode_MFF_adjusted"
"RA3","WESTON AREA HEALTH NHS TRUST","Mental",120.63,"Episode_MFF_adjusted"
"RA9","TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST ","Mental",116.38,"Episode_MFF_adjusted"
"RAL","ROYAL FREE LONDON NHS FOUNDATION TRUST","Mental",69.81,"Episode_MFF_adjusted"
"RAP","NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","Mental",86.69,"Episode_MFF_adjusted"
"RAT","NORTH EAST LONDON NHS FOUNDATION TRUST","Mental",97.85,"Episode_MFF_adjusted"
"RBS","ALDER HEY CHILDREN'S NHS FOUNDATION TRUST","Mental",120.08,"Episode_MFF_adjusted"
"RCD","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","Mental",411.66,"Episode_MFF_adjusted"
"RCU","SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST","Mental",122.27,"Episode_MFF_adjusted"
"RDR","SUSSEX COMMUNITY NHS TRUST","Mental",87.45,"Episode_MFF_adjusted"
"RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Mental",113.94,"Episode_MFF_adjusted"
"RE9","SOUTH TYNESIDE NHS FOUNDATION TRUST","Mental",99.68,"Episode_MFF_adjusted"
"RFS","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","Mental",71.12,"Episode_MFF_adjusted"
"RGD","LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST","Mental",116.19,"Episode_MFF_adjusted"
"RH5","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST","Mental",109.99,"Episode_MFF_adjusted"
"RHA","NOTTINGHAMSHIRE HEALTHCARE NHS TRUST","Mental",102.29,"Episode_MFF_adjusted"
"RHM","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","Mental",267.69,"Episode_MFF_adjusted"
"RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST","Mental",110.09,"Episode_MFF_adjusted"
"RKE","THE WHITTINGTON HOSPITAL NHS TRUST","Mental",121.8,"Episode_MFF_adjusted"
"RKL","WEST LONDON MENTAL HEALTH NHS TRUST","Mental",94.65,"Episode_MFF_adjusted"
"RLT","GEORGE ELIOT HOSPITAL NHS TRUST","Mental",449.5,"Episode_MFF_adjusted"
"RLY","NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST","Mental",100.94,"Episode_MFF_adjusted"
"RMC","BOLTON NHS FOUNDATION TRUST","Mental",95.27,"Episode_MFF_adjusted"
"RMY","NORFOLK AND SUFFOLK NHS FOUNDATION TRUST","Mental",104.74,"Episode_MFF_adjusted"
"RNK","TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST","Mental",92.84,"Episode_MFF_adjusted"
"RNN","CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST","Mental",92.14,"Episode_MFF_adjusted"
"RNU","OXFORD HEALTH NHS FOUNDATION TRUST","Mental",89.12,"Episode_MFF_adjusted"
"RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","Mental",108.54,"Episode_MFF_adjusted"
"RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST","Mental",99.7,"Episode_MFF_adjusted"
"RPG","OXLEAS NHS FOUNDATION TRUST","Mental",92.14,"Episode_MFF_adjusted"
"RQ3","BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST","Mental",90.67,"Episode_MFF_adjusted"
"RQQ","HINCHINGBROOKE HEALTH CARE NHS TRUST","Mental",102.38,"Episode_MFF_adjusted"
"RQX","HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","Mental",89.39,"Episode_MFF_adjusted"
"RQY","SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST","Mental",105.97,"Episode_MFF_adjusted"
"RR7","GATESHEAD HEALTH NHS FOUNDATION TRUST","Mental",1988.53,"Episode_MFF_adjusted"
"RRD","NORTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Mental",99.07,"Episode_MFF_adjusted"
"RRE","SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST","Mental",91.76,"Episode_MFF_adjusted"
"RRP","BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST","Mental",89.51,"Episode_MFF_adjusted"
"RT1","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST","Mental",99.25,"Episode_MFF_adjusted"
"RT2","PENNINE CARE NHS FOUNDATION TRUST","Mental",68.69,"Episode_MFF_adjusted"
"RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST","Mental",88.82,"Episode_MFF_adjusted"
"RTD","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","Mental",100,"Episode_MFF_adjusted"
"RTF","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","Mental",162.08,"Episode_MFF_adjusted"
"RTQ","2GETHER NHS FOUNDATION TRUST","Mental",114,"Episode_MFF_adjusted"
"RTV","5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST","Mental",101.05,"Episode_MFF_adjusted"
"RV3","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST","Mental",106.58,"Episode_MFF_adjusted"
"RV5","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","Mental",108.22,"Episode_MFF_adjusted"
"RV9","HUMBER NHS FOUNDATION TRUST","Mental",112.1,"Episode_MFF_adjusted"
"RVJ","NORTH BRISTOL NHS TRUST","Mental",112.66,"Episode_MFF_adjusted"
"RVN","AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST","Mental",114.77,"Episode_MFF_adjusted"
"RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST","Mental",88.73,"Episode_MFF_adjusted"
"RW3","CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Mental",107.92,"Episode_MFF_adjusted"
"RW4","MERSEY CARE NHS TRUST","Mental",86.04,"Episode_MFF_adjusted"
"RW5","LANCASHIRE CARE NHS FOUNDATION TRUST","Mental",135.87,"Episode_MFF_adjusted"
"RWK","EAST LONDON NHS FOUNDATION TRUST","Mental",93.93,"Episode_MFF_adjusted"
"RWN","SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Mental",89.69,"Episode_MFF_adjusted"
"RWR","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Mental",100.73,"Episode_MFF_adjusted"
"RWV","DEVON PARTNERSHIP NHS TRUST","Mental",110.24,"Episode_MFF_adjusted"
"RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST","Mental",97.27,"Episode_MFF_adjusted"
"RX2","SUSSEX PARTNERSHIP NHS FOUNDATION TRUST","Mental",99.75,"Episode_MFF_adjusted"
"RX3","TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST","Mental",95.49,"Episode_MFF_adjusted"
"RX4","NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST","Mental",132.79,"Episode_MFF_adjusted"
"RXA","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST","Mental",95.58,"Episode_MFF_adjusted"
"RXE","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST","Mental",98.55,"Episode_MFF_adjusted"
"RXG","SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST","Mental",93.67,"Episode_MFF_adjusted"
"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","Mental",70.86,"Episode_MFF_adjusted"
"RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST","Mental",93.34,"Episode_MFF_adjusted"
"RXR","EAST LANCASHIRE HOSPITALS NHS TRUST","Mental",111.41,"Episode_MFF_adjusted"
"RXT","BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST","Mental",94.27,"Episode_MFF_adjusted"
"RXV","GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST","Mental",99.28,"Episode_MFF_adjusted"
"RXX","SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST","Mental",82.91,"Episode_MFF_adjusted"
"RXY","KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST","Mental",92.16,"Episode_MFF_adjusted"
"RY2","BRIDGEWATER COMMUNITY HEALTHCARE NHS TRUST","Mental",67.64,"Episode_MFF_adjusted"
"RY4","HERTFORDSHIRE COMMUNITY NHS TRUST","Mental",65.62,"Episode_MFF_adjusted"
"RY6","LEEDS COMMUNITY HEALTHCARE NHS TRUST","Mental",112.98,"Episode_MFF_adjusted"
"RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST","Mental",89.5,"Episode_MFF_adjusted"
"RYK","DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST","Mental",90.93,"Episode_MFF_adjusted"
"RYX","CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST","Mental",73.38,"Episode_MFF_adjusted"
"TAD","BRADFORD DISTRICT CARE TRUST","Mental",112.58,"Episode_MFF_adjusted"
"TAE","MANCHESTER MENTAL HEALTH AND SOCIAL CARE TRUST","Mental",98.55,"Episode_MFF_adjusted"
"TAF","CAMDEN AND ISLINGTON NHS FOUNDATION TRUST","Mental",136,"Episode_MFF_adjusted"
"TAH","SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST","Mental",130.65,"Episode_MFF_adjusted"
"TAJ","BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST","Mental",100.29,"Episode_MFF_adjusted"
"R1F","ISLE OF WIGHT NHS TRUST","Ambulance.Services",110.41,"Episode_MFF_adjusted"
"RRU","LONDON AMBULANCE SERVICE NHS TRUST","Ambulance.Services",105.46,"Episode_MFF_adjusted"
"RX6","NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST","Ambulance.Services",89.23,"Episode_MFF_adjusted"
"RX7","NORTH WEST AMBULANCE SERVICE NHS TRUST","Ambulance.Services",91.5,"Episode_MFF_adjusted"
"RX8","YORKSHIRE AMBULANCE SERVICE NHS TRUST","Ambulance.Services",106.13,"Episode_MFF_adjusted"
"RX9","EAST MIDLANDS AMBULANCE SERVICE NHS TRUST","Ambulance.Services",102.61,"Episode_MFF_adjusted"
"RYA","WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST","Ambulance.Services",92.55,"Episode_MFF_adjusted"
"RYC","EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST","Ambulance.Services",103.88,"Episode_MFF_adjusted"
"RYD","SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST","Ambulance.Services",101.73,"Episode_MFF_adjusted"
"RYE","SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST","Ambulance.Services",101.89,"Episode_MFF_adjusted"
"RYF","SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST","Ambulance.Services",103.09,"Episode_MFF_adjusted"
"R1A","WORCESTERSHIRE HEALTH AND CARE NHS TRUST","AE",108.87,"Episode_MFF_adjusted"
"R1C","SOLENT NHS TRUST","AE",90.19,"Episode_MFF_adjusted"
"R1D","SHROPSHIRE COMMUNITY HEALTH NHS TRUST","AE",110.4,"Episode_MFF_adjusted"
"R1E","STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST","AE",110.79,"Episode_MFF_adjusted"
"R1F","ISLE OF WIGHT NHS TRUST","AE",115.58,"Episode_MFF_adjusted"
"R1H","BARTS HEALTH NHS TRUST","AE",80.58,"Episode_MFF_adjusted"
"R1J","GLOUCESTERSHIRE CARE SERVICES NHS TRUST","AE",105.38,"Episode_MFF_adjusted"
"R1K","THE LONDON NORTH WEST HEALTHCARE NHS TRUST ","AE",105.06,"Episode_MFF_adjusted"
"RA2","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","AE",71.47,"Episode_MFF_adjusted"
"RA3","WESTON AREA HEALTH NHS TRUST","AE",99.99,"Episode_MFF_adjusted"
"RA4","YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST","AE",118.83,"Episode_MFF_adjusted"
"RA7","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","AE",83.62,"Episode_MFF_adjusted"
"RA9","TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST ","AE",105.98,"Episode_MFF_adjusted"
"RAE","BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST","AE",91.64,"Episode_MFF_adjusted"
"RAJ","SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","AE",109.8,"Episode_MFF_adjusted"
"RAL","ROYAL FREE LONDON NHS FOUNDATION TRUST","AE",107.17,"Episode_MFF_adjusted"
"RAP","NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","AE",85.11,"Episode_MFF_adjusted"
"RAS","THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST","AE",118.93,"Episode_MFF_adjusted"
"RAT","NORTH EAST LONDON NHS FOUNDATION TRUST","AE",84.45,"Episode_MFF_adjusted"
"RAX","KINGSTON HOSPITAL NHS FOUNDATION TRUST","AE",85.94,"Episode_MFF_adjusted"
